Customer Number,Customer Name,Street Address,City/County,Phone Number,Sales Rep Number,Sales Rep Name,location
104278,Dr. Aasa Gbenga,"NO 28, Edun Alaran Alhamadia Ojukoro Ijaiye Lagos",Lagos,8062257234,6,Mr Dayo,Lagos
104279,Odujobi Farm,Beside Iddo Local Government Office,Oyo State,8035779753,2000,Raji,Ibadan / Oyo
104281,Supreme Agro Allied Nig. Ltd,Along Onigbagbo Omi-Adio Along Abeokuta Road,Ibadan,8032293840,5,Peter,Ibadan / Oyo
104283,Abidemi Fish Farm,Bode Igbo Omi-Adio Ibadan,Ibadan,8036691488,5,Peter,Ibadan / Oyo
104284,Free Range,"HEAD OFFICE ADDRESS: 2 Ilupeju Bye Pass, Ilupeju Lagos",Lagos State,8037937544,2000,Raji,Lagos
104292,AKinsanmi farm,"Osebele Camp, Along Bode Igbo Wire &Cable Apata Ibadan",Oyo State,8052001390,2000,Raji,Ibadan / Oyo
104293,Premium poultry farms,"NO. FL.22, PasaliFarm Layout, Along Kuje -Gwagwalada",Abuja,9070345973,412,Eniolorunda Seun Emmanuel,Abuja / FCT
104296,Boar Feed,"55, Arigbanla Street Agege Lagos",Lagos,8033047350,606,Oladeji Simon Olabisi,Lagos
104298,Bafon Farms,Ishaga,Ibadan,8052392140,501,Lateef,Ibadan / Oyo
104299,Just Farm,"Lagos - Ibadan Expressway Aribikofa Village, Opposite",Ibadan,8.0642897690805798E+17,2000,Raji,Ibadan / Oyo
104300,Madej Farms Nig Ltd,Bakatari Omi- Adio Ibadan,Ibadan,8.1340125970805005E+17,5,Peter,Ibadan / Oyo
104301,Joak Farm,"Owode Extension, Apata Ibadan",Oyo State,8060062539,2000,Raji,Ibadan / Oyo
104302,Lasana Farms,ibafo lagos,lagos,8068934724,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
104303,Nu - Breed Farm,Kobape Abeokuta,Abeokuta,8062295887,2000,Raji,Abeokuta
104304,Fasolab Animal & Aquaculture,IJEBU-IGBO,Ijebu Igbo,8051156816,501,Lateef,Ijebu Igbo
104305,Chimero Agrovet,14th Avenue Oluyole Extension Ibadan,Ibadan,8034741132,501,Lateef,Ibadan / Oyo
104306,Niyya Farms Limited,"KM 60, Kaduna - Abuja Road",Kaduna- Abuja,62415040,5,Peter,Kaduna
104308,EMIRAZ,ojo agric settlement,Lagos,8033201867,130,Alex Adekoya,Lagos
104309,sabina pad,agege lagos,Lagos,8033291346,606,Oladeji Simon Olabisi,Lagos
104310,Ayoade Oluseyi Ayowale,1 Health centre road,Ijebu-Ode,7031266490,2000,Raji,Ijebu-Ode
104311,Ave investment,"NO5, Station Road, GRA Enugu State",Enugu,8067839171,322,Kingsley Ikenna,Enugu
104312,Chriscom Farm,"Akuru Oluyole Extension, Ring Road Ibadan",Oyo State,8032382946,2000,Raji,Ibadan / Oyo
104316,Agric - Dom Intergrated Nig. Ent,Ire Alim Kwara Ilorin State,Ilorin,7031363129,5,Peter,Ilorin / Kwara
104317,Godwin Ojo,Aba Teacher Omi - Adio Ibadan,Ibadan,8075943315,5,Peter,Ibadan / Oyo
104321,2AB Farms,"Apata, Ibadan",Ibadan,8026378080,2000,Raji,Ibadan / Oyo
104322,Pally Agro Farm,Ashapa Village Ogun State,Ogun State,7066965687,503,Tope,Ogun State
104323,Mr. Saka Taoheed,"ikare akoko,ondo state",Akure,8038489966,501,Lateef,Ondo State
104330,Tayelolu Farms,Sotunbo Ikorodu Road.,Sagamu,8037216513,503,Tope,Sagamu
104332,Eriku Farm,Ijebu- Igbo Ogun State,Ogun State,8037546554,501,Lateef,Ogun State
104333,Divine Feedmill,Iyana Church Monatan Ibadan,Oyo State,8133077955,2000,Raji,Ibadan / Oyo
104334,Demirs Farm,Ikorodu,Lagos,8035102561,503,Tope,Lagos
104335,Nation Feeders,Shagamu Ogun State,Ogun State,8098036164,503,Tope,Ogun State
104337,Moons Feedmill,Enugu State,Enugu,8033426754,3,Ian,Enugu
104339,Zion Height Feedmill,"Old Ondo Road, Ijebu- Ode , Ogun State",Ijebu-Ode,8167862352,501,Lateef,Ijebu-Ode
104342,Kenny Success Feed,Airport Road Ilorin,Ilorin,8033945372,512,Afolabi Michael Abolade,Ilorin / Kwara
104346,Fidelity Feedmill,"No5, Goddy Onya Close Off Ebu Imo State",Owerri,8033269669,3,Ian,Owerri
104348,Thomas Beckett Intergrated Farm Ltd,Agbakin Village,Ogun state,8074013523,5,Peter,Ogun State
104352,Ayoola Fish Farm,Bode- Oke Igboho Along Agbooro Road Oyo StateL,Oyo State,8075719444,509,Folorunso Mark Eniola,Ibadan / Oyo
104354,DEVINE FEEDMILL,"ONDO ROAD, AKURE",Akure,7031360546,170,Mr.Afeez Babatunde Adeosun,Ondo State
104355,Da- Ogboe Farms,Jos Plaeau State,Jos,8037023825,3,Ian,Jos / Plateau
104356,Ideal Feedmill,Sagamu Express Junction,Shagamu DR,8037213571,503,Tope,Shagamu Dr
104357,Animal Arena - Abeokuta,"7, Kuto Road, Isabo",Abeokuta,8033353402,5,Peter,Abeokuta
104358,Tony Farm (O&T),"OFFICE ADDRESS: 131, Okepe Road, Sapele Delta",Delta State,8033974386,311,Dr.Ogunwemimo Oluwole Leken,Delta State
104360,Victory Fish Farm,"NO45, Dorcas Street, Ijako Sango Otta Ogun State",Ogun State,8106508300,508,Mr.Adekunle Damilola,Ogun State
104362,Teesyem Global Concept,"116, Arapaja Road Along Ijebu -OdeRoad Ogun State",Ogun State,8168233217,501,Lateef,Ogun State
104363,Feslabon Farms,ATAN OTA,Ogun State,8058875969,5,Peter,Ogun State
104369,Nuga Royal Aqua Feeds,Ayangburin market sabo ikorodul,Lagos,8052787458,6,Mr Dayo,Lagos
104371,Nikol Farms,Anifalaje Akobo Ibadan,Oyo State,8022115441,2000,Raji,Ibadan / Oyo
104375,Bora Farms Ltd,NNKO Enugu State,Enugu,8026414090,3,Ian,Enugu
104379,Eatmore Farm,"Aba- Eleso, Omi - Adio, Along Abeokuta Ibadan Road",Oyo State,8053602728,2000,Raji,Ibadan / Oyo
104380,Ope Oluwa - Farm,Sagbesa Oshogbo Osun State,Osun State,7032027474,2000,Raji,Osun State
104381,Omo- Oke Farm,"Olorun Village, Wire &Cable Owode Apata, Ibadan",Oyo State,8033630007,5,Peter,Ibadan / Oyo
104382,Greenfield Vet. Pharmacy,"No 38, Tafa Balewa, Opposite Former Penuma Hotel Jos",Plateau State,8033450658,501,Lateef,Jos / Plateau
104383,Ojemai Farm Ltd,"Km6, Upper Ekenwan Road Ugbiyikho Village Benin",Edo Benin State,7015203601,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104384,Jennissi Farms,"No5, Essien Road Ikot- Epen Akwa Ibom State",Akwa Ibom State,8036697012,501,Lateef,Akwa Ibom State
104388,Sayed Farm,8 Magazine Road Jericho Ibadan,Ibadan,8158681166,5,Peter,Ibadan / Oyo
104391,Josbet Feedmill,"Olomi Area, Academy Beside Royal B Hotel iBADAN",Oyo State,8051499226,2000,Raji,Ibadan / Oyo
104394,Bababiwura Farm,"Idomila Road, Behind Mountain OF Fire Church Ijebu Ogun",Ogun State,8056885858,5,Peter,Ogun State
104396,Ighodalo Farm,"No14, Off Petroleum Dept Benin",Benin,8033599464,3,Ian,Edo / Benin
104399,Abiodun George,"29, Ola Street Abaranje Road, Off Asalu Bus Stop Ikotun",Lagos State,8082047162,6,Mr Dayo,Lagos
104401,Mamat Ikangba,Ijebu - Ode Ogun State,Ijebu - Ode,8079512624,501,Lateef,Ijebu - Ode
104404,Fabro Nig Ltd,Ibadan,Ibadan,8105561890,501,Lateef,Ibadan / Oyo
104406,Stanley Toba,Alagbado Akerele Street Outskirts Lagos State,Ogun State,8038289598,501,Lateef,Ogun State
104408,Mobat Feed,Agbara Road,Lusada,8033720046,503,Tope,Lusada
104411,Indomino Farm,no 5 ijebu idanre ogun state,ogun state,8035659006,501,Lateef,Ogun State
104412,Nikseg Food Ltd,"KM 6 sapele road, Benin",Benin,8055528888,3,Ian,Edo / Benin
104415,Top Farm,Ondo Town Ship,Ondo,8035268581,501,Lateef,Ondo State
104416,Terudee,"Old Ife Road, Ibadan",Ibadan,8055005709,5,Peter,Ibadan / Oyo
104417,MR. JOHN ASUQUO,"18, St. Gregory Rd. SW. Ikoyi",Lagos,817164165,6,Mr Dayo,Lagos
104424,Farm Support,"Ibadan, Oyo State",Oyo State,8037029735,5,Peter,Ibadan / Oyo
104425,Anadariya Industries,"181 Club Road,",Kano,2348038888800,407,Stephen Olushola,Kano
104427,Bodillion Feedmill,"59, Aroromi Street Ijebu Ode",Ogun State,8065619600,5,Peter,Ogun State
104428,Deblat Ltd,"Shop10 - 12 , Balek Shopping Center Inu - Olaji, Way",Oyo State,8083916272,5,Peter,Ibadan / Oyo
104429,Al-Amin,Ijebu - Ode Ogun State,Ijebu-Ode,8055237142,5,Peter,Ijebu-Ode
104430,Faith Animal Health Concept,"Benin Express Way, Edo State",Benin,8033797826,3,Ian,Edo / Benin
104433,Ada Farm,No 45 Upper Saponba Benin,Benin,8075226957,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104434,Jappa Nigeria Ltd,"195, MM Way Benin State",Benin,8034120766,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104436,Mustapha Oluwaseun,"A1/1 Aleke Street, Odosinwoade Ijebu North west Local",Ogun State,8057260737,2000,Raji,Ogun State
104437,Primceway Agro Investment,Alakia Adegbayi Road Ibadan,Oyo State,8093627886,501,Lateef,Ibadan / Oyo
104439,Osakue Farms,Presco Road Agbonmoba ViLLAGE Off Benin/ Sapele Road,Benin,8027003261,3,Ian,Edo / Benin
104440,Ali - Sam Agro- Auide Ltd,"plot 305, Benin Edo State",Benin,8176017648,3,Ian,Edo / Benin
104444,Premier Farm,"NO8, Magazine Road Dugbe Ibadan",Oyo State,8063599672,2040,Oluwole,Ibadan / Oyo
104447,Ewewe Martins,"Ibadan, Oyo State",Oyo State,8032148300,501,Lateef,Ibadan / Oyo
104448,Avian & Livestock Project Ltd,NUT Building Court Road Kano,Kano,8037875684,4,Stephen,Kano
104449,Okunbor Farms,"Old Sapele Road, Okha Village Benin/ Sapele Road",Benin,8035813848,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104450,Kenny Farms,"17A, OLOHUNTUMO, BEMBO AREA, APATA.",Ibadan,8032802328,2000,Raji,Ibadan / Oyo
104451,Recago Farms,Lanlupon Estate Ibadan,Oyo State,8034253447,2000,Raji,Ibadan / Oyo
104452,Godfrey Farm,"Omi -Adio Apata, Ibadan",Oyo State,7039000019,2000,Raji,Ibadan / Oyo
104453,Joakins Farms Nig. Ltd,"7, Okejagun Ilodo Road Isoyin Via Ijebu- Ode",Ijebu-Ode,08022238618 08089489,6,Mr Dayo,Ijebu-Ode
104458,Adewole Farm,"Ibadan, Oyo State",Oyo State,8033683137,501,Lateef,Ibadan / Oyo
104460,Rainbow Feed Ltd,"Osioh Factory Road, Amuk Sapele",Delta,8131372247,3,Ian,Delta State
104462,Kaychims Farms,"Ibadan , Oyo State",Ibadan,8056251106,508,Mr.Adekunle Damilola,Ibadan / Oyo
104463,Fortune Heights,old ikenne road odogbolu ogun state,odogbolu,8050267406,503,Tope,Odogbolu
104465,Rayais Nig Ltd,28 liberty boulevard,JOS,8033233231,4,Stephen,Jos / Plateau
104467,Irene Farms,Plot 1-6 Baptist Close Agara Odo-Ona Elewe,Oyo State,8033218226,5,Peter,Ibadan / Oyo
104469,Akano Farms,"NO12, Olaogun Shopping Complex Old Ife road Ibadan",Ibadan,8052172446,2000,Raji,Ibadan / Oyo
104472,Rolep Vet Consult,Ikeja Lagos,Lagos,8055126932,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
104474,Awenix Farms Nig. Ltd,"Ibadan, Oyo State",Ibadan,8022224308,508,Mr.Adekunle Damilola,Ibadan / Oyo
104476,LNZ,Fawari Village Dawaki Kano,Kano,8033173884,4,Stephen,Kano
104477,Heritage Agro,"5 Nupa road, Kaduna",Kaduna,8060774562,407,Stephen Olushola,Kaduna
104480,Omo - Ok,IJEBU ROAD,IBADAN,8146258019,501,Lateef,Ibadan / Oyo
104481,Fauzia Farm,"S&G Zaria Expressway, Kaduna",Kaduna,8033939755,4,Stephen,Kaduna
104484,Dayntee Farms,offa town,kwara,8021011294,5,Peter,Ilorin / Kwara
104485,Oloruntele Farms,"EDE, AGBALE JUNCTION OSUN STATE","EDE, OSUN STATE",8032200218,2000,Raji,Osun State
104486,Godspower Farms,"Arise Oloko , Bembo Apata Ibadan",Oyo State,8079022971,2000,Raji,Ibadan / Oyo
104487,Femi Agboola,"OVIRI ROAD, AGBARHO , WARRI DELTA STATEl",DELTA STATE,8034528555,311,Dr.Ogunwemimo Oluwole Leken,Delta State
104488,Ola Farms - Ibadan,Akuru Area Elebu Oluyole Ibadan,Ibadan,7037871252,501,Lateef,Ibadan / Oyo
104489,Blue Taverns Investments,14 Jankata Road Off Dr. Olaoye Street Apata Ibadan,Ibadan,8084504033,513,Godwin Esenyie,Ibadan / Oyo
104490,Danafric Agro Ltd.,Shop 10b Nikem Plaza Opposite NNPC Apata Ibadan.,Oyo State,8033842310,501,Lateef,Ibadan / Oyo
104491,Moonlight Supreme Farm,New Ife Road Adegbayi Area Oyadere Village,Oyo State,8023231894,2000,Raji,Ibadan / Oyo
104492,Bolsons Farms & Agro Allied Ltd,"Ideal Feedmill Complex, Apena Via Bako Apata Ibadan",Ibadan,8037115854,512,Afolabi Michael Abolade,Ibadan / Oyo
104493,Ubakome,"15, Victory Lane Bukuru Jos",Jos Plateau State,8033818693,4,Stephen,Jos / Plateau
104494,Patrick Farm,Asero Abeokuta Ogun State,Ogun State,8072717104,5,Peter,Ogun State
104496,Aris Blue Resources,opp. fire service traning school bukuru exprees jos south,Jos,8036056246,407,Stephen Olushola,Jos / Plateau
104498,Da- Ore Nig Ltd,Ibadan,Ibadan,8076323008,508,Mr.Adekunle Damilola,Ibadan / Oyo
104499,Pastoral Agricultural Services,Idi Ayunre Sabo Along Ijebu -Ode Road,Ogun State,8038568946,501,Lateef,Ogun State
104502,Hadilam Farm,"Aba Koko Eruwa Road Ibadan, Oyo State",Oyo State,8057107891,513,Godwin Esenyie,Ibadan / Oyo
104504,Ayoola Farm,"Fadeku Along Egbeda Local Government, Iwo Road Ibadan",Oyo State,8038003175,501,Lateef,Ibadan / Oyo
104505,Olabosco Farm,Agbara Lagos State,Lagos,8077708577,6,Mr Dayo,Lagos
104506,M. D Poultry Farm,"KM15, Kachia Road Ijua Market Kaduna",Kaduna,8094982795,4,Stephen,Kaduna
104508,Sok - Farm,"Block3, Behind CAC Edu Lanlupon Ibadan",Oyo State,8078513990,2000,Raji,Ibadan / Oyo
104509,Kemq Global Farm,Ijebu - Ode Ogun State,Ijebu -Ode,8088762016,501,Lateef,Ijebu -Ode
104512,Fabeccks Farm Ltd,"Plot 7, David Dongban Close Behind Build Mat Market . Jos",JOS,8033795217,4,Stephen,Jos / Plateau
104513,Norvert Agro Consulting,"OFFICE ADDRESS: 91,Hospital Road Shagamu Ogun State",Ogun State,8132651347,2000,Raji,Ogun State
104514,United Marina,"Kutungare Kaduna Airpport Road, Kaduna",Kaduna,7031012441,4,Stephen,Kaduna
104515,Nastech Nig. Ltd,Jericho Quarters Ibadanl,Ibadan,8039371212,5,Peter,Ibadan / Oyo
104516,St. Partrick/Matucci Farm Nig. Ltd,Osamala Anambra State,Anambra State,7080486049,3,Ian,Anambra State
104517,Jakanna Agfeed,"Km24, Benin Sapele Road",Benin Edo State,7025620482,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104519,Lasybat Ventures,Abeokuta Ogun State,Abeokuta,8188625670,501,Lateef,Abeokuta
104522,Dare Feedmill,"Opp Christ High School, Oleye Road Odo- Ona Elewe Ibadan",Oyo State,8033162281,5,Peter,Ibadan / Oyo
104524,Patmos Dynamic Services,Benin Express Way,Benin,7025242681,3,Ian,Edo / Benin
104525,Sunchi Integ Farm Ltd,"Emene Layout Emene , Enugu State",Enugu,8060479759,3,Ian,Enugu
104526,Jethro Farm Ltd,Iddo Local Government Ibadan,Oyo State,8033657245,513,Godwin Esenyie,Ibadan / Oyo
104528,Oba Iyanu Agric Services,"21A, Orire Esate Idi Mango Soka Ibadan",Ibadan,8033613886,501,Lateef,Ibadan / Oyo
104529,Booms Farm,Aba Alamu Eruwa Road Ibadan Oyo State,Oyo State,8039605279,508,Mr.Adekunle Damilola,Ibadan / Oyo
104532,Jim Christian,Port Harcourt Rivers,Rivers State,8037679545,2000,Raji,Rivers / PH
104534,Gbenga Farm,"Ibadan, Oyo State",Oyo State,8055231024,508,Mr.Adekunle Damilola,Ibadan / Oyo
104538,Bot Farm,Arapaja Side New Garage Ibadan,Ibadan,7060457111,501,Lateef,Ibadan / Oyo
104539,Em Farm Ltd,Umuniya Onistsha Road,Onistsha,8035110283,3,Ian,Onistsha
104540,Biotin Farm,NH10 Nnamdi Azikwe Expressway Opposite Ganaba Filling,Kaduna,8034310048,4,Stephen,Kaduna
104541,Bench Mark Farm,Kaduna State,Kaduna,8033462882,4,Stephen,Kaduna
104543,Bola Farms,"Ibadan, Oyo State",Ibadan,8147434210,508,Mr.Adekunle Damilola,Ibadan / Oyo
104546,Divine Favour Farm,"Government College Apata, Ibadan",Ibadan,8058887917,5,Peter,Ibadan / Oyo
104547,Olu Farms,km 4 west bye pass new- oba road oke onita Osogbo Osun,Osogbo,8068319534,501,Lateef,Osogbo
104548,Miccon Farms Ltd,"4, Corner Chief Mic Onoh Enugu State",Enugu,8035419274,3,Ian,Enugu
104549,Jeromaski,"NO 8, Bank Road Kaduna",Kaduna,8036986322,4,Stephen,Kaduna
104550,Anthony Akinrin,"Iwo Township, Osun Statel",Osun State,8034741222,2000,Raji,Osun State
104551,Hassan,Shagamu Ogun State,Shagamu,8034971882,503,Tope,Shagamu
104553,Caterhan Farm,Asipa Road Along Abeokuta Sagamu Express Way,Sagamu,7032435144,503,Tope,Sagamu
104554,Balogun Farms,"Tade Village Iddo Road , Omi - Adio Ibadan",Oyo State,8055126932,513,Godwin Esenyie,Ibadan / Oyo
104555,Ayodele Farm,"Lagbede Street , Omi Adio Ibadan",Ibadan,8065174047,2000,Raji,Ibadan / Oyo
104557,Zion Gate,Along Ijebu Road,Ijebu,8075676080,501,Lateef,Ijebu
104558,Japiya Farm,"KM 107, Kaduna - Abuja Express way",Kaduna State,8033088535,4,Stephen,Kaduna
104559,Creddora Farms,Apatere Lagelu Local Government Along Iwo Road,Ibadan,8033450655,501,Lateef,Ibadan / Oyo
104560,Simple Farm,Airport Road Kaduna,Kaduna,7054050025,4,Stephen,Kaduna
104561,His Grace - Kaduna,"A1, Plot 2, Ogbomoso Road Kaduna",Kaduna,8033110221,407,Stephen Olushola,Kaduna
104562,Agro Contingent,Ajoboro Village Iddo Local Government,Ibadan,8066308274,2000,Raji,Ibadan / Oyo
104563,Joseph Farm,Ijebu - Ode Ogun State,Ijebu - Ode,8077320598,501,Lateef,Ijebu - Ode
104564,Fasusi Samuel Kayode (Joslad),Ilora Oyo Town,Oyo State,8034338327,5,Peter,Ibadan / Oyo
104565,Norcon Limited,"18, Dantata Road Bompai Kano",Kano,7037733333,4,Stephen,Kano
104566,Sovet Farm,Kano,Kano State,8036517977,4,Stephen,Kano
104567,Yammfy Farm Nig. Ltd.,"KM 8 ERIN ILE - ILEMMA ROAD,ILEMONA KWARA",ILEMONA,8067174036,5,Peter,Ilemona
104568,Bolawale Farms,Jakunna Village Owode- Egba Obafemi Local Govrt Ogun,Ogun State,"07032814057, 0815974",503,Tope,Ogun State
104569,Mrs. Balogun Farm,Eruwa Oyo State,Oyo State,7044096464,509,Folorunso Mark Eniola,Ibadan / Oyo
104570,Roopta Nig. Ltd,21 Unity Estate Adegbite Hse Olorunda -Aba Akobo Road,Ibadan,8034865985,5,Peter,Ibadan / Oyo
104571,Florieda Farm,Ado Ota Otta Ogun State,Ogun State,8095155524,5,Peter,Ogun State
104572,Tade Taye Farms,Igbesa Ogun State,Ogun State,8033566828,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
104574,Two Brothers Agric Ventures,Railway station opposite former fidtec feed mill,Kaduna State,8023729645,4,Stephen,Kaduna
104575,Adeoba Farms,Idi - Ayunre Aba - Nla Village Ibadan,Ibadan,8033464148,2000,Raji,Ibadan / Oyo
104577,Jamal Farm,"Lagos Ibadan Expressway,",Ibadan,8034552082,2000,Raji,Ibadan / Oyo
104578,Seidu Farm,"Bale Osho Apete, Ibadan",Ibadan,7065560363,2010,Dr Ajayi,Ibadan / Oyo
104579,Omosola Farm,"KM 3, Ibadan - Ife Express Road Olufon Village",Osun State,7051092999,5,Peter,Osun State
104580,Tella Farms,Omi - Adio Apata Ibadan,Oyo State,8034131136,501,Lateef,Ibadan / Oyo
104581,Maestro Farm,Omi -adio Apata Ibadan,Ibadan,8055191000,513,Godwin Esenyie,Ibadan / Oyo
104582,Abraham Farm,"Ibadan, Oyo State",Ibadan,8034909556,509,Folorunso Mark Eniola,Ibadan / Oyo
104585,Manor Feedmill,"Farm Settlement Ologuneru, Eruwa Road Ibadan",Oyo State,708567788,513,Godwin Esenyie,Ibadan / Oyo
104587,Tri - G Bus Concept,"NO 1, Onistha/Enugu Road",Enugu,8033704910,3,Ian,Enugu
104588,Hakeem Farm,"Plot 4, Opeolu Layout , Olupoyi Apata, Ibadan",Ibadan,8132508473,2000,Raji,Ibadan / Oyo
104589,Raaf Intergrated Concept Limited,"No69, Akute Ajuwon Road, Opeyemi Busstop Akute Lagos",Ikorodu Lagos,8023310442,508,Mr.Adekunle Damilola,Lagos
104592,Mamaki Integrate Farms,Km40 Gora Abuja Keffi Express Road,Abuja,8138378903,4,Stephen,Abuja / FCT
104593,Boyon Farm,Igando,Lagos,8028684678,503,Tope,Lagos
104594,Ajarms Integrated Farms Ltd,"KM 40, Sabo Grini Road Kaduna",Kaduna,8033111631,4,Stephen,Kaduna
104595,Mama Vet,"NO 5, Kanoma Street Napet Shopping Mall Kaduna",Kaduna,8036939191,4,Stephen,Kaduna
104597,Jesven Farm,"Malam Road, Kaduna",Kaduna,8036944309,4,Stephen,Kaduna
104599,Bello Rufai,"33, ARAPAJA STREET, ODO-ONA KEKERE.",IBADAN,7056120958,2000,Raji,Ibadan / Oyo
104600,Olanrewaju Akinade,"Iseyin, Oyo State",Oyo State,8050509835,6,Mr Dayo,Ibadan / Oyo
104601,Bolab Farms,Ijurin Ekiti,Ekiti,8056290691,509,Folorunso Mark Eniola,Ekiti
104603,Agboola Farm,"Odota, Ilorin",Ilorin,8154925682,502,Ogundiran Elizabeth,Ilorin / Kwara
104604,Eagle Food Processing Ind Nig. Ltd,Ozara Ozukwu Anambra State,Anambra State,8035487239,322,Kingsley Ikenna,Anambra State
104606,Alheri Agrovet,"Sabo Area , Kaduna",Kaduna,8051886823,407,Stephen Olushola,Kaduna
104607,Vero Oboze,Warri Portharcourt,Rivers,8142895531,3,Ian,Rivers / PH
104609,DHF Animal Health,"4, Olowu Road, Off Idiroko Road Olorunda Opposite Adesba",Ogun State,802381735,503,Tope,Ogun State
104610,Maridol Farms Ltd,Maridol Close Edenike Enugu Eat Local Government,Enugu,8034789830,3,Ian,Enugu
104611,Rem Feedmill,Isokun Oyo Town,Isokun,8033772412,502,Ogundiran Elizabeth,Isokun
104612,Dolgeria Biosystem Ltd,Sango Ilorin,Ilorin,8033586966,502,Ogundiran Elizabeth,Ilorin / Kwara
104613,Oyofu Farms,"221, Gbekida Amemulegun Ondo Road",ONDO,8055855457,2040,Oluwole,Ondo State
104614,Total Quality Feedmill,"No 2 Express Olukunle, Olodo, Ibadan",Ibadan,8051396310,512,Afolabi Michael Abolade,Ibadan / Oyo
104615,Hero Best Agric,Ibadan,Ibadan,8033477220,501,Lateef,Ibadan / Oyo
104616,Landmark Omuran,Omu -Aran Kwara Ilorin,Ilorin,8025134209,512,Afolabi Michael Abolade,Ilorin / Kwara
104618,Pandagric Novum,Panda After Keffi Along Kaduna Road Karu Area Council,Nasarrawa State,8085272580,407,Stephen Olushola,Nasarrawa State
104626,Osademi Farms,Oojo Lagos State,Lagos State,9092159648,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
104629,Phed Agro,"Ewuru Road,Agbor, Delta State",Delta,8033439313,3,Ian,Delta State
104630,Real Precious,Ilorin Town,Ilorin,8035661921,512,Afolabi Michael Abolade,Ilorin / Kwara
104631,Apache Adache,SWT10/21 Guiza - Maraba Apache Veternary Centre,Nasarrawa State,8051698208,4,Stephen,Nasarrawa State
104632,Progress - Benin,Benin Express Way,Benin State,8023399003,3,Ian,Edo / Benin
104633,Ollydan,"Ganmo Road , Ilorin",Ilorin,7064709342,512,Afolabi Michael Abolade,Ilorin / Kwara
104634,Efo Agric Ltd,Benin Express Way,Benin,8036712059,311,Dr.Ogunwemimo Oluwole Leken,Edo / Benin
104636,Mobrook Enterprise,"NO 7 , Buruku Jos Road",Jos,80361222742,4,Stephen,Jos / Plateau
104638,Ilaji Farms,Oloyo Village Akanran Ibadan,Ibadan,8135127314,513,Godwin Esenyie,Ibadan / Oyo
104639,HHEN House Ltd,Owode Yewa Ogun State,Owode,8034082641,503,Tope,Owode
104641,Agricted Farm,Alomoja RoadAlong Ijebu - Ode Ogun Stateh,Ogun State,7054916796,501,Lateef,Ogun State
104642,Mr. Kayode,Ilorin Town,Ilorin,9099431640,502,Ogundiran Elizabeth,Ilorin / Kwara
104643,Livly,Ilorin,Ilorin,8060435456,502,Ogundiran Elizabeth,Ilorin / Kwara
104645,Mrs. Mathias Joe Efe Poultry Farm,Jos,Jos,8037038108,4,Stephen,Jos / Plateau
104647,Global Feeds Ltd,"Km 13,New Iyanya, Abuja-Keffi Road Nassarawa.",Nassarawa,08069767442. 0802910,412,Eniolorunda Seun Emmanuel,Nassarawa
104649,Mobis Farm,Yomitio Estatae Owode Egba Ogun State,Ogun State,8035260224,503,Tope,Ogun State
104650,Agbayi Simon Kent,"Plot 2, Goshen Villa Off Iruwon Road Ijebu Ogun State",Ogun State,8068723499,5,Peter,Ogun State
104651,Zartech Nig. Ltd,"Oluyole , Ibadan",Ibadan,8055990399,5,Peter,Ibadan / Oyo
104652,Mass Farms,Oyigbo Road Portharcourt Rivers State,Rivers State,8033396292,3,Ian,Rivers / PH
104653,Raph Veternary Services,"10, Uche Street Off Stadium Road Port Harcourt",Port Harcourt,8092864809,3,Ian,Rivers / PH
104655,Nigerchicks - Breeder Farm,Elele Omoku Road Egbeda Rivers State,Rivers State,"08104921937,",3,Ian,Rivers / PH
104656,Fredwise Agro Nigeria Limited,"43, LSDPC Shopping Complex Oba, Ogunji Road, Agege ,",Lagos State,8033339375,606,Oladeji Simon Olabisi,Lagos
104657,Gbollys Farm,Sami Village Omi- Adio Ibadan,Oyo State,8055911729,513,Godwin Esenyie,Ibadan / Oyo
104658,Madec Feedmill,Ilorin,Ilorin,8056712391,502,Ogundiran Elizabeth,Ilorin / Kwara
104659,Ebonyi State Farms,Interlink Ebonyi Abakaliki State,Abakaliki,8050677555,3,Ian,Abakaliki
104661,Open Source Farm,"BLOCK G8, AKUFO FARM SETTLEMENT, CAMP, IDO L.G.A.l",AKUFO FARM SETTLEMENT-IDO,8062282464,2000,Raji,Akufo Farm Settlement-Ido
104664,Yemi Ola Farm,Ibadan,Ibadan,8034755405,502,Ogundiran Elizabeth,Ibadan / Oyo
104666,Dr. Banjo,Ikorodu Lagos State,Lagos,8023160807,6,Mr Dayo,Lagos
104668,Zion Livestock Feed- Owerri,"76, Mbaisse Weathrer Road Owerri Imo State",Imo,8033423539,513,Godwin Esenyie,Imo
